Farmer_ID,Farmer_Name,State,District,Crop_Name,Season,Area_Cultivated_Acres,Expected_Yield_Tonnes,Actual_Yield_Tonnes,Market_Price_per_Tonne,Local_Market_Demand_Tonnes,State_Market_Demand_Tonnes,National_Demand_Tonnes,Soil_Type,Water_Usage_Liters_per_Acre,Fertilizer_Usage_kg_per_Acre,Sustainability_Score,Weather_Condition,Predicted_Demand_for_Next_Season_Tonnes,Overproduction_Risk,Date_Recorded
F05015,Rahul Singh,Odisha,Jagatsinghpur,Mango,Rabi,14.15,161.55,179.81,55392,223.29,6965.99,2408.02,Black,3643.97,57.28,72,Normal,207.18,Low,2025-03-16
F05016,Deepak Yadav,Odisha,Jagatsinghpur,Banana,Summer,6.31,128.17,127.34,13035,666.79,7115.83,12382.27,Black,7484.6,108.72,82,Heavy Rainfall,774.07,Low,2025-09-05
F05017,Ramesh Naik,Odisha,Jagatsinghpur,Rice,Summer,4.23,22.65,21.74,22231,427.38,7129.46,5221.26,Sandy,4147.29,42.06,71,Flood,486.54,Low,2024-05-22
F05018,Ramesh Kumar,Odisha,Jagatsinghpur,Maize,Kharif,4.99,15.41,13.64,19126,1338.75,6860.26,21035.4,Black,1180.13,42.79,61,Normal,1261.94,High,2024-09-27
F05019,Rahul Bhatt,Odisha,Jagatsinghpur,Mango,Kharif,12.07,206.94,224.24,71944,1101.48,6913.91,19215.01,Red,3931.21,88.56,79,Normal,1123.76,High,2025-02-21
F05020,Sunita Naik,Odisha,Jagatsinghpur,Wheat,Rabi,11.51,41.02,41.2,17558,210.52,6660.11,5164.04,Clay,2674.39,39.56,88,Flood,199.24,Medium,2025-08-14
F05021,Ramesh Yadav,Odisha,Jagatsinghpur,Rice,Rabi,14.05,62.88,66.36,22457,258.09,6676.21,3598.03,Laterite,5294.89,48.83,45,Normal,303.92,Medium,2025-02-10
F05022,Divya Yadav,Odisha,Jagatsinghpur,Cotton,Rabi,2.38,3.92,3.58,54109,1366.64,6630.27,16346.73,Clay,6126.1,67.8,74,Flood,1381.23,High,2025-07-09
F05023,Swati Das,Odisha,Jagatsinghpur,Mango,Summer,2.72,32.53,28.3,53961,1210.71,6721.69,12742.22,Red,3020.06,51.22,80,Dry,1296.78,Low,2024-04-01
F05024,Ramesh Naik,Odisha,Jagatsinghpur,Mango,Kharif,8.26,151.23,152.49,49723,267.69,7308.09,5509.9,Sandy,2355.65,36.38,100,Heavy Rainfall,278.23,Low,2025-04-25
F05025,Sunita Patil,Odisha,Jajpur,Mango,Rabi,10.67,172.52,179.56,69063,446.19,7250.38,4973.1,Laterite,4695.19,116.78,98,Drought,463.31,High,2024-03-24
F05026,Pooja Nair,Odisha,Jajpur,Wheat,Rabi,5.37,17.57,19.28,18596,231.85,7200.3,3023.26,Black,1049.4,110.48,46,Heavy Rainfall,235.29,Medium,2024-12-09
F05027,Praveen Nair,Odisha,Jajpur,Tea,Summer,6.11,16.74,19.17,92843,329.14,6943.83,6329.5,Red,7239.94,96.47,52,Dry,356.54,High,2024-09-03
F05028,Mahesh Chaudhary,Odisha,Jajpur,Mango,Rabi,13.18,174.57,151.2,70398,455.58,7165.24,4633.34,Clay,7259.83,88.28,64,Dry,494.11,Medium,2024-04-02
F05029,Rahul Yadav,Odisha,Jajpur,Mango,Summer,1.14,13.4,15.05,41500,376.76,7756.03,5204.69,Laterite,3349.16,54.33,60,Normal,356.53,High,2024-05-08
F05030,Swati Das,Odisha,Jajpur,Mango,Summer,9.64,126.06,144.18,63537,542.3,6925.36,7936.36,Clay,1961.79,41.82,84,Flood,528.4,Low,2025-06-19
F05031,Suresh Chaudhary,Odisha,Jajpur,Banana,Kharif,11.54,274.33,269.51,12068,955.23,7404.45,15939.44,Alluvial,7699.58,119.84,54,Normal,1071.57,Low,2024-04-14
F05032,Divya Gupta,Odisha,Jajpur,Mango,Kharif,7.25,132.37,125.99,60801,485.05,7259.75,6037.79,Alluvial,2246.67,79.44,77,Drought,541.82,Medium,2024-06-05
F05033,Deepak Singh,Odisha,Jajpur,Rice,Kharif,4.09,19.79,20.8,21482,1475.3,7452.51,24633.98,Black,4166.65,39.32,66,Normal,1554.13,Low,2024-12-13
F05034,Mahesh Reddy,Odisha,Jajpur,Mango,Kharif,13.3,254.78,260.15,70306,1325.53,7312.74,15595.88,Laterite,1499.62,98.65,96,Heavy Rainfall,1359.7,Medium,2024-08-28
F05035,Kiran Singh,Odisha,Jajpur,Mango,Summer,7.76,148.86,155.84,44617,842.72,6544.96,17630.38,Clay,2567.61,93.72,77,Normal,761.52,Medium,2024-05-19
F05036,Kiran Joshi,Odisha,Jajpur,Sugarcane,Summer,13.6,1073.47,1142.89,4706,484.11,7400.9,6291.79,Red,1922.82,118.06,78,Dry,442.12,Low,2024-12-05
F05037,Ramesh Nair,Odisha,Jharsuguda,Sugarcane,Rabi,1.43,110.08,122.0,4298,751.33,7079.72,16572.87,Laterite,3135.16,111.53,57,Dry,892.57,High,2025-04-02
F05038,Deepak Gowda,Odisha,Jharsuguda,Rice,Summer,6.37,35.98,34.51,20883,1497.78,7268.09,21099.56,Alluvial,2587.24,81.81,54,Dry,1695.22,Medium,2025-04-17
F05039,Sunita Chaudhary,Odisha,Jharsuguda,Maize,Kharif,7.34,26.25,29.94,19701,1363.88,7697.62,14444.56,Red,2089.17,80.11,54,Drought,1263.08,Medium,2025-05-18
F05040,Kiran Gupta,Odisha,Jharsuguda,Mango,Summer,12.5,135.36,122.03,59088,571.51,7270.99,10122.17,Red,5415.12,90.36,71,Drought,639.67,High,2024-06-24
F05041,Rahul Gupta,Odisha,Jharsuguda,Mango,Summer,14.32,244.01,246.31,75916,694.23,7301.69,14464.68,Red,6368.82,65.58,87,Dry,707.48,Low,2025-06-20
F05042,Mahesh Yadav,Odisha,Jharsuguda,Mango,Summer,5.46,71.58,69.38,63547,472.38,7751.35,5780.49,Red,5430.64,93.99,90,Flood,460.73,Medium,2024-08-19
F05043,Ramesh Naik,Odisha,Jharsuguda,Wheat,Kharif,9.79,30.97,27.33,16966,614.3,6970.18,14052.94,Alluvial,7875.89,117.78,69,Normal,641.0,Low,2024-06-24
F05044,Vikram Patil,Odisha,Jharsuguda,Cotton,Rabi,9.67,21.12,19.51,57911,984.72,6948.06,20338.88,Clay,1469.85,73.19,92,Flood,1093.71,Low,2025-02-11
F05045,Ramesh Joshi,Odisha,Jharsuguda,Mango,Kharif,1.93,24.72,24.38,65397,1166.36,6485.39,14515.4,Clay,7371.15,105.81,65,Heavy Rainfall,1257.99,Low,2024-02-12
F05046,Mahesh Gupta,Odisha,Jharsuguda,Mango,Kharif,9.82,133.31,119.97,43926,412.95,7722.36,9124.42,Black,1466.86,35.86,90,Normal,480.4,Low,2025-01-11
F05047,Sunita Naik,Odisha,Kalahandi,Mango,Summer,11.6,221.9,197.84,60071,1075.09,6886.52,24793.79,Black,1833.4,37.79,60,Flood,1228.01,Low,2025-07-28
F05048,Kiran Das,Odisha,Kalahandi,Mango,Kharif,0.82,10.09,9.67,61033,293.69,6561.49,3213.32,Black,5196.05,32.79,69,Flood,289.22,High,2025-01-20
F05049,Ramesh Reddy,Odisha,Kalahandi,Mango,Summer,9.05,155.63,161.69,53142,845.66,6856.16,13295.23,Sandy,2127.93,39.21,68,Normal,1004.11,Low,2024-06-25
F05050,Rajesh Chaudhary,Odisha,Kalahandi,Maize,Kharif,3.64,15.15,14.61,16415,406.68,7536.66,5100.05,Clay,2643.4,57.25,56,Dry,421.98,High,2024-04-25
F05051,Shalini Bhatt,Odisha,Kalahandi,Mango,Kharif,9.52,96.03,107.65,74800,439.04,6947.11,7454.39,Black,4009.88,76.57,100,Flood,471.41,Low,2024-09-01
F05052,Arun Bhatt,Odisha,Kalahandi,Mango,Kharif,7.7,86.85,89.48,65503,539.55,7770.06,7611.18,Black,2101.38,112.64,80,Drought,498.29,Medium,2025-09-07
F05053,Vikram Reddy,Odisha,Kalahandi,Mango,Kharif,5.8,115.72,109.24,57292,608.0,6709.0,11023.88,Clay,1290.81,110.01,73,Drought,676.92,Low,2025-07-30
F05054,Amit Gowda,Odisha,Kalahandi,Rice,Kharif,3.64,14.65,16.09,22968,1283.69,7763.8,18140.02,Clay,5698.32,33.57,77,Heavy Rainfall,1363.12,Medium,2025-01-15
F05055,Sunita Reddy,Odisha,Kalahandi,Mango,Summer,5.79,79.39,74.77,44221,1024.33,7355.84,15123.98,Clay,6643.38,92.28,82,Heavy Rainfall,1187.72,Low,2024-04-14
F05056,Shalini Chaudhary,Odisha,Kalahandi,Mango,Kharif,8.39,108.42,96.9,49179,939.8,6499.27,21365.75,Red,4526.0,81.83,98,Normal,925.33,Medium,2025-03-10
F05057,Ramesh Patil,Odisha,Kalahandi,Mango,Summer,4.36,77.26,78.72,47755,365.21,6690.46,3721.17,Red,1624.83,43.8,63,Normal,414.55,Low,2024-07-09
F05058,Naveen Joshi,Odisha,Kalahandi,Mango,Summer,12.15,212.79,233.11,76386,1192.08,6972.2,27238.72,Black,7516.82,79.79,82,Flood,1288.95,Low,2024-04-18
F05059,Shalini Reddy,Odisha,Kalahandi,Banana,Rabi,14.95,455.78,441.02,12523,338.64,7512.27,3824.74,Black,4523.68,53.75,92,Flood,318.57,High,2024-06-15
F05060,Praveen Kumar,Odisha,Kandhamal,Mango,Summer,11.93,204.84,211.37,45078,523.72,7812.09,11149.14,Red,1660.84,86.68,87,Drought,483.59,Low,2025-04-03
F05061,Shalini Das,Odisha,Kandhamal,Banana,Summer,5.33,132.96,126.56,10113,1471.87,7432.79,17422.37,Clay,2556.51,104.57,48,Drought,1433.07,Medium,2024-02-23
F05062,Praveen Kumar,Odisha,Kandhamal,Mango,Kharif,5.78,111.99,127.93,48014,353.24,6556.84,3625.09,Red,3926.68,97.94,64,Dry,391.14,High,2024-10-11
F05063,Vikram Yadav,Odisha,Kandhamal,Mango,Kharif,2.59,40.71,41.41,58424,1020.1,6848.74,23200.98,Sandy,3284.62,31.89,88,Dry,1007.44,High,2024-08-29
F05064,Naveen Verma,Odisha,Kandhamal,Mango,Kharif,7.5,127.73,113.05,51761,822.46,7110.04,9160.12,Black,7243.76,34.03,95,Drought,769.28,High,2024-08-19
F05065,Mahesh Das,Odisha,Kandhamal,Mango,Summer,3.24,33.73,32.49,48347,1309.71,7470.38,24136.8,Sandy,5361.42,41.87,81,Normal,1368.64,Medium,2024-12-26
F05066,Kiran Reddy,Odisha,Kandhamal,Mango,Rabi,3.77,46.83,45.04,56156,348.51,6819.61,4920.65,Red,7722.04,37.88,94,Normal,382.37,Medium,2024-01-20
F05067,Mahesh Khan,Odisha,Kendrapara,Mango,Rabi,8.95,100.93,99.24,66990,934.95,6558.07,19056.97,Laterite,3019.62,98.98,84,Heavy Rainfall,1006.47,High,2024-01-01
F05068,Deepak Das,Odisha,Kendrapara,Mango,Kharif,1.13,10.1,8.78,54241,1013.7,6973.99,13584.14,Laterite,3625.54,86.49,86,Drought,967.62,Low,2024-09-08
F05069,Aarti Yadav,Odisha,Kendrapara,Sugarcane,Summer,8.69,639.92,698.13,3847,1368.4,6693.36,16455.69,Laterite,1336.0,47.83,54,Heavy Rainfall,1606.62,Medium,2024-02-05
F05070,Pooja Joshi,Odisha,Kendrapara,Wheat,Summer,10.96,51.81,49.09,16170,1286.97,7528.89,14257.41,Black,7050.95,79.9,61,Flood,1207.13,Low,2024-05-12
F05071,Praveen Gowda,Odisha,Kendrapara,Mango,Kharif,8.28,89.07,93.29,69484,360.7,6555.01,8582.89,Red,3037.19,71.21,85,Flood,365.67,Medium,2025-01-31
F05072,Suresh Yadav,Odisha,Kendrapara,Rice,Kharif,12.97,54.86,59.09,19239,149.25,6722.2,3244.69,Clay,1930.43,67.72,85,Heavy Rainfall,146.81,High,2024-01-04
F05073,Ramesh Nair,Odisha,Kendrapara,Rice,Summer,2.58,10.99,10.16,18759,1050.01,7036.42,13263.77,Black,7763.69,86.12,68,Flood,1085.15,High,2025-07-04
F05074,Swati Reddy,Odisha,Kendujhar,Groundnut,Kharif,3.45,5.97,5.39,43821,868.05,7571.13,9531.07,Red,2681.52,43.21,82,Heavy Rainfall,895.82,High,2024-07-15
F05075,Ramesh Yadav,Odisha,Kendujhar,Mango,Summer,3.98,35.57,33.56,47757,647.11,7214.87,15295.38,Laterite,3230.34,34.05,65,Normal,688.63,Low,2025-04-21
F05076,Mahesh Kaur,Odisha,Kendujhar,Mango,Rabi,1.37,26.36,25.29,63095,268.69,7720.29,4184.07,Red,7333.03,34.57,62,Dry,296.96,Low,2025-01-31
F05077,Shalini Sharma,Odisha,Kendujhar,Mango,Rabi,8.88,139.46,132.09,48435,926.37,7161.43,9733.13,Black,4718.27,96.47,61,Flood,942.5,High,2024-05-01
F05078,Amit Singh,Odisha,Kendujhar,Mango,Kharif,13.44,213.93,206.03,50812,996.19,7480.85,18501.75,Sandy,6029.59,109.44,75,Heavy Rainfall,926.38,High,2024-10-08
F05079,Pooja Nair,Odisha,Kendujhar,Mango,Summer,8.95,112.29,126.84,61090,165.82,6972.22,1868.29,Laterite,5432.27,37.2,79,Dry,158.54,High,2024-06-10
F05080,Swati Kaur,Odisha,Kendujhar,Mango,Kharif,10.51,103.04,100.14,66566,782.14,6586.53,13959.4,Clay,5573.47,47.49,60,Normal,709.08,Medium,2025-03-08
F05081,Arun Sharma,Odisha,Kendujhar,Rice,Rabi,12.86,72.44,70.2,24140,589.29,6873.08,11991.88,Red,4299.96,97.88,55,Heavy Rainfall,547.41,Low,2024-01-25
F05082,Naveen Das,Odisha,Kendujhar,Mango,Rabi,9.9,152.62,165.74,57751,704.16,6801.49,14168.98,Alluvial,4997.9,35.26,69,Heavy Rainfall,707.58,Medium,2025-03-25
F05083,Amit Gowda,Odisha,Kendujhar,Wheat,Rabi,8.7,36.04,35.78,21042,102.79,6932.32,1149.82,Laterite,7920.46,114.46,54,Normal,112.44,High,2024-09-26
F05084,Shalini Kaur,Odisha,Khordha,Mango,Summer,8.02,91.83,81.93,63386,1492.85,6839.07,29535.6,Sandy,3753.75,118.47,86,Heavy Rainfall,1564.12,Medium,2024-02-19
F05085,Mahesh Nair,Odisha,Khordha,Mango,Kharif,6.37,55.22,56.44,44501,149.39,7099.25,3430.56,Clay,2977.87,68.62,62,Dry,162.38,Medium,2025-09-23
F05086,Vikram Naik,Odisha,Khordha,Mango,Rabi,0.87,7.55,6.85,53703,257.69,7302.9,6084.75,Sandy,6714.89,41.27,77,Heavy Rainfall,233.78,Medium,2025-07-17
F05087,Sunita Patil,Odisha,Khordha,Mango,Kharif,3.38,60.18,67.82,53299,1237.27,7093.22,28860.72,Alluvial,6205.56,106.7,95,Dry,1355.84,High,2024-11-03
F05088,Mahesh Kumar,Odisha,Khordha,Wheat,Rabi,5.14,13.08,14.55,18952,1227.62,7682.44,13853.37,Red,5757.31,109.11,70,Drought,1364.1,Low,2024-03-01
F05089,Suresh Patil,Odisha,Khordha,Wheat,Rabi,0.59,2.06,1.94,17435,911.52,7657.02,13545.47,Clay,1000.16,54.95,81,Normal,908.28,High,2024-02-06
F05090,Deepak Chaudhary,Odisha,Khordha,Mango,Summer,1.31,10.92,9.7,76593,1481.28,6766.33,16045.85,Red,5129.51,31.53,69,Normal,1403.14,Medium,2025-04-05
F05091,Mahesh Naik,Odisha,Khordha,Mango,Rabi,6.79,94.06,98.26,45222,1286.48,6952.01,16939.6,Sandy,3123.69,46.64,88,Normal,1344.77,Low,2024-01-29
F05092,Naveen Nair,Odisha,Khordha,Rice,Summer,13.17,43.44,45.29,20947,964.03,7853.53,20318.04,Black,1253.17,65.34,73,Dry,906.21,Medium,2025-02-22
F05093,Amit Yadav,Odisha,Khordha,Rice,Rabi,12.32,50.85,48.81,23425,531.92,6794.52,9718.97,Red,7862.5,114.98,88,Normal,567.2,Medium,2024-11-29
F05094,Ramesh Gupta,Odisha,Koraput,Mango,Summer,5.97,62.76,59.71,69134,561.75,6632.12,11798.89,Laterite,6962.5,37.81,66,Dry,605.46,Medium,2025-07-15
F05095,Pooja Yadav,Odisha,Koraput,Mango,Summer,1.69,23.25,25.15,49608,102.35,6679.88,2368.14,Black,7457.0,32.52,88,Flood,112.53,High,2025-04-06
F05096,Sunita Nair,Odisha,Koraput,Maize,Kharif,14.87,31.19,27.03,19754,1213.32,7603.49,25499.89,Red,7862.11,118.31,59,Drought,1132.25,Medium,2025-05-29
F05097,Ramesh Verma,Odisha,Koraput,Mango,Rabi,9.68,143.77,155.4,58072,791.71,6852.66,11866.6,Clay,6025.12,34.34,88,Dry,770.07,Medium,2025-02-25
F05098,Suresh Kumar,Odisha,Koraput,Mango,Summer,8.99,179.68,169.96,70664,463.06,6538.56,7087.47,Black,1677.03,31.57,69,Flood,535.39,Medium,2024-11-13
F05099,Ramesh Nair,Odisha,Koraput,Mango,Kharif,3.02,40.57,37.93,66644,258.16,7145.09,4314.85,Black,5337.44,47.81,73,Flood,248.97,Low,2024-08-18
F05100,Amit Naik,Odisha,Koraput,Mango,Summer,0.53,4.54,3.99,79897,904.03,7485.41,9965.57,Clay,4244.69,82.34,99,Dry,962.87,Low,2024-06-03
F05101,Amit Chaudhary,Odisha,Malkangiri,Mango,Summer,2.34,44.11,38.03,48613,1286.4,7748.03,21382.94,Alluvial,6019.73,80.53,92,Normal,1516.43,Low,2025-05-11
F05102,Vikram Gowda,Odisha,Malkangiri,Mango,Kharif,2.77,24.21,22.78,56518,661.63,6696.14,8074.53,Alluvial,3583.65,94.34,84,Normal,605.89,Low,2024-06-08
F05103,Aarti Das,Odisha,Malkangiri,Maize,Rabi,5.69,21.16,19.02,19623,1373.58,7081.55,30937.35,Sandy,3095.79,82.86,65,Heavy Rainfall,1306.03,Low,2024-12-04
F05104,Naveen Gowda,Odisha,Malkangiri,Groundnut,Rabi,13.42,32.92,29.33,42733,672.25,7196.99,9758.29,Black,1321.4,108.86,68,Drought,799.02,High,2025-02-02
F05105,Amit Reddy,Odisha,Malkangiri,Mango,Kharif,5.43,52.5,46.05,66287,1356.43,7621.26,18102.8,Alluvial,4702.9,47.6,83,Drought,1409.72,High,2025-06-17
F05106,Mahesh Naik,Odisha,Malkangiri,Mango,Rabi,11.77,168.07,164.79,54349,792.06,7092.35,10843.88,Sandy,1242.97,35.47,89,Normal,799.54,Low,2024-03-02
F05107,Ramesh Yadav,Odisha,Malkangiri,Mango,Summer,4.71,65.1,66.16,73192,1349.51,6478.93,31233.61,Alluvial,4855.23,87.36,87,Flood,1567.53,Medium,2024-03-11
F05108,Rajesh Verma,Odisha,Malkangiri,Mango,Kharif,3.57,32.12,27.32,51518,1026.72,7278.32,21623.03,Sandy,1517.13,81.32,89,Drought,1113.66,Medium,2024-12-10
F05109,Arun Joshi,Odisha,Mayurbhanj,Mango,Summer,0.59,10.81,12.22,77459,726.15,6859.52,14622.69,Clay,7890.0,117.21,72,Drought,860.66,High,2025-08-21
F05110,Arun Reddy,Odisha,Mayurbhanj,Mango,Kharif,9.21,85.02,89.86,46402,1122.15,7057.06,20401.8,Red,2446.88,81.34,94,Heavy Rainfall,1108.33,High,2024-09-02
F05111,Vikram Verma,Odisha,Mayurbhanj,Maize,Summer,14.13,39.92,38.58,16058,1208.29,7349.16,28169.88,Clay,7243.24,86.68,75,Flood,1168.06,Medium,2025-01-18
F05112,Suresh Yadav,Odisha,Mayurbhanj,Groundnut,Summer,11.37,23.09,25.52,45884,1146.15,7435.44,24621.71,Laterite,6808.5,96.07,80,Normal,1165.96,High,2024-05-01
F05113,Pooja Reddy,Odisha,Mayurbhanj,Rice,Rabi,13.7,81.95,79.45,19627,133.95,7152.39,1500.38,Laterite,7703.41,58.37,91,Drought,145.6,Low,2025-04-10
F05114,Kiran Joshi,Odisha,Mayurbhanj,Mango,Rabi,11.1,144.82,140.59,54630,881.83,6987.89,21092.01,Clay,1662.67,118.73,62,Dry,942.12,High,2025-07-26
F05115,Aarti Verma,Odisha,Mayurbhanj,Rice,Kharif,7.24,25.12,21.48,21860,524.34,7458.03,8656.27,Black,3617.95,64.76,74,Flood,600.25,High,2024-01-27
F05116,Rahul Das,Odisha,Mayurbhanj,Mango,Rabi,13.41,164.66,179.18,60052,178.7,7214.21,4162.67,Laterite,5944.18,53.72,81,Dry,189.61,Medium,2024-07-29
F05117,Arun Joshi,Odisha,Mayurbhanj,Maize,Summer,2.01,4.32,4.43,18691,378.35,7620.27,8370.89,Black,4217.45,98.02,71,Heavy Rainfall,444.41,Medium,2025-07-07
F05118,Rajesh Gupta,Odisha,Mayurbhanj,Rice,Rabi,12.31,46.16,51.78,24079,182.47,6536.79,4260.8,Clay,2361.44,61.61,71,Heavy Rainfall,177.29,Medium,2025-07-30
F05119,Naveen Bhatt,Odisha,Mayurbhanj,Mango,Summer,14.75,184.38,193.92,58322,1147.65,7031.8,25693.2,Clay,2035.54,66.39,73,Flood,1083.16,Low,2024-11-01
F05120,Suresh Verma,Odisha,Mayurbhanj,Mango,Rabi,9.61,134.62,121.39,64882,1106.19,6529.75,18864.43,Sandy,5870.84,112.63,98,Dry,1050.78,High,2025-08-14
F05121,Deepak Khan,Odisha,Mayurbhanj,Mango,Kharif,10.93,189.8,166.91,61685,891.65,7701.38,16161.94,Alluvial,4979.8,48.33,88,Drought,1054.45,Low,2024-08-27
F05122,Swati Naik,Odisha,Nabarangpur,Wheat,Summer,10.08,37.5,38.04,18379,1324.07,7586.09,31764.07,Laterite,7078.03,37.8,51,Dry,1275.83,Medium,2024-09-21
F05123,Sunita Naik,Odisha,Nabarangpur,Mango,Kharif,5.51,81.67,70.97,67881,767.36,6640.08,13803.9,Red,2863.6,80.44,88,Normal,736.99,High,2025-04-16
F05124,Vikram Gowda,Odisha,Nabarangpur,Mango,Kharif,4.21,80.0,74.0,76296,634.48,7427.66,10297.0,Laterite,3599.42,44.45,61,Drought,597.59,Low,2024-01-11
F05125,Kiran Gowda,Odisha,Nabarangpur,Mango,Kharif,14.91,250.65,257.54,65196,667.42,7833.02,13438.27,Black,5015.81,54.25,63,Heavy Rainfall,603.32,Medium,2024-08-21
F05126,Amit Joshi,Odisha,Nabarangpur,Groundnut,Summer,1.13,2.27,2.39,40516,677.25,7449.98,14699.84,Black,2731.08,111.09,54,Heavy Rainfall,780.78,Low,2024-01-07
F05127,Kiran Bhatt,Odisha,Nabarangpur,Cotton,Rabi,14.87,19.78,16.85,55043,957.59,6833.63,20526.1,Red,1788.81,113.62,80,Flood,866.33,High,2024-06-24
F05128,Rahul Sharma,Odisha,Nabarangpur,Mango,Summer,0.67,7.64,8.75,61032,1118.69,7679.19,21457.41,Alluvial,3132.6,93.95,62,Drought,1112.74,Medium,2024-11-23
F05129,Kiran Khan,Odisha,Nabarangpur,Mango,Rabi,8.25,81.23,82.25,51406,226.66,6911.56,2688.92,Laterite,1446.08,115.76,60,Flood,214.03,Low,2025-08-18
F05130,Aarti Reddy,Odisha,Nabarangpur,Mango,Rabi,14.86,173.3,177.77,62396,1098.29,7751.1,20815.3,Black,2677.98,59.69,96,Drought,1201.32,Low,2024-05-05
F05131,Rahul Bhatt,Odisha,Nabarangpur,Mango,Rabi,1.31,12.29,13.01,51931,1311.3,6673.52,27361.24,Black,4838.21,56.47,62,Heavy Rainfall,1399.38,Low,2024-11-13
F05132,Sunita Kumar,Odisha,Nabarangpur,Maize,Kharif,11.21,30.08,31.87,18951,492.7,7524.29,5602.09,Black,7338.83,54.57,73,Normal,585.08,Low,2024-08-04
F05133,Aarti Patil,Odisha,Nayagarh,Mango,Summer,4.79,53.7,45.72,56460,366.56,7659.45,9135.94,Red,3871.06,73.85,72,Dry,363.24,Medium,2024-01-07
F05134,Rahul Gupta,Odisha,Nayagarh,Mango,Kharif,0.96,18.25,18.33,69062,632.57,6635.26,13189.75,Alluvial,7897.33,114.09,67,Normal,680.3,High,2024-05-22
F05135,Praveen Kumar,Odisha,Nayagarh,Mango,Kharif,13.46,180.66,155.41,69993,562.8,7794.37,9723.48,Sandy,2790.68,115.9,85,Dry,596.25,Low,2024-12-17
F05136,Arun Reddy,Odisha,Nayagarh,Mango,Kharif,14.22,275.69,252.96,45080,346.06,7669.33,4564.49,Alluvial,1067.22,43.8,68,Heavy Rainfall,370.99,High,2024-02-03
F05137,Praveen Kumar,Odisha,Nayagarh,Rice,Rabi,8.27,25.46,28.35,20969,810.52,7492.25,10558.52,Laterite,6909.89,56.35,63,Dry,752.98,Low,2025-03-24
F05138,Pooja Yadav,Odisha,Nayagarh,Mango,Kharif,10.46,113.92,125.51,66698,183.62,6788.28,3200.08,Black,6554.01,108.46,98,Flood,185.57,High,2024-05-23
F05139,Pooja Verma,Odisha,Nayagarh,Mango,Kharif,14.79,167.13,166.8,45714,517.0,7663.18,10844.55,Laterite,4060.98,75.09,100,Normal,556.14,Low,2024-05-08
F05140,Rajesh Yadav,Odisha,Nayagarh,Mango,Kharif,2.17,30.54,27.65,44180,467.39,7510.66,10728.67,Black,5703.83,53.41,87,Flood,473.64,Medium,2024-09-09
F05141,Rajesh Kumar,Odisha,Nuapada,Mango,Kharif,8.36,155.8,159.43,65485,734.4,7282.45,9236.97,Clay,5777.97,107.91,90,Flood,866.08,High,2025-03-15
F05142,Ramesh Sharma,Odisha,Nuapada,Banana,Rabi,10.84,241.0,238.72,13838,564.21,6709.39,12730.17,Black,3796.44,78.16,78,Drought,669.83,Low,2024-01-17
F05143,Kiran Gupta,Odisha,Nuapada,Mango,Summer,7.96,110.5,111.64,50434,435.56,6462.03,9912.63,Laterite,3033.18,77.86,65,Dry,456.35,Low,2025-09-16
F05144,Rahul Nair,Odisha,Nuapada,Mango,Kharif,10.38,83.37,92.94,60542,736.5,7197.96,16202.1,Clay,2724.91,107.74,68,Drought,694.34,Low,2024-10-12
F05145,Arun Chaudhary,Odisha,Nuapada,Mango,Summer,14.32,209.75,205.36,52841,249.28,6547.5,3333.74,Clay,6584.63,50.16,96,Flood,286.78,High,2025-07-05
F05146,Pooja Singh,Odisha,Nuapada,Mango,Kharif,2.78,53.7,59.2,46138,891.5,6742.04,14890.43,Red,4259.65,97.97,94,Dry,916.52,Low,2024-06-13
F05147,Praveen Chaudhary,Odisha,Nuapada,Mango,Kharif,5.5,54.67,56.1,40578,1335.86,7676.06,22684.32,Sandy,2782.13,95.08,81,Drought,1226.14,Medium,2024-06-26
F05148,Mahesh Joshi,Odisha,Nuapada,Mango,Summer,0.81,8.13,7.89,65511,324.93,6537.7,7094.58,Black,6257.88,43.74,62,Drought,370.11,High,2024-02-29
F05149,Divya Yadav,Odisha,Nuapada,Banana,Kharif,2.71,61.72,66.04,14628,1014.82,7039.27,10527.75,Red,1089.58,96.45,95,Drought,985.55,Low,2024-01-03
F05150,Pooja Singh,Odisha,Nuapada,Mango,Summer,4.2,54.41,50.52,42559,546.26,7484.15,9074.91,Alluvial,7813.53,60.36,75,Drought,573.79,High,2025-06-20
F05151,Vikram Chaudhary,Odisha,Nuapada,Mango,Rabi,10.82,154.25,147.52,44694,1397.67,7211.19,17560.24,Clay,3876.56,50.57,72,Drought,1595.64,High,2024-08-31
F05152,Mahesh Chaudhary,Odisha,Nuapada,Mango,Kharif,5.32,57.32,62.16,61466,777.87,7667.54,9500.48,Clay,1989.54,90.76,84,Normal,889.23,High,2025-04-27
F05153,Deepak Patil,Odisha,Nuapada,Mango,Summer,8.59,104.88,112.73,43637,183.39,7391.18,1992.27,Laterite,2252.3,80.23,60,Heavy Rainfall,199.81,High,2024-02-01
F05154,Divya Naik,Odisha,Puri,Wheat,Kharif,5.87,22.36,24.79,16380,941.96,7153.7,20146.24,Laterite,5999.5,84.84,49,Dry,1109.36,High,2025-07-01
F05155,Kiran Naik,Odisha,Puri,Cotton,Kharif,2.28,3.75,4.11,54934,1027.35,7201.1,14793.81,Red,4211.62,42.86,70,Flood,1076.35,Low,2024-05-27
